CATEGORY,BARCODE,NAME,PRICE,PRICE_NORMALIZED,IMAGE,PL,CATEGORY_NAME,UNIT,DISPLAY,retailer,from,to
11,5202178001178,ΟΛΥΜΠΟΣ 1L ΦΡΕΣΚΟ ΓΑΛΑ ΕΠΙΛΕΓΜΕΝΟ ΕΛΑΦΡΥ,1.6,1.6,5202178001178.jpg,0,Γάλα Φρέσκο (Χαμηλά Λιπαρά <2%),lt,,bazaar,03-09-2025,09-09-2025
12,5208086433643,FARMER 410G ΓΑΛΑ ΠΛΗΡΕΣ ΕΒΑΠΟΡΕ,0.95,2.32,5208086433643.jpg,1,Γάλα Εβαπορέ,lt,,bazaar,03-09-2025,09-09-2025
12,8716200615020,ΝΟΥΝΟΥ 400G ΓΑΛΑ ΕΒΑΠΟΡΕ 7.5%,1,2.5,8716200615020.jpg,0,Γάλα Εβαπορέ,lt,,bazaar,03-09-2025,09-09-2025
12,8716200615129,ΝΟΥΝΟΥ 400G ΓΑΛΑ ΕΒΑΠΟΡΕ 4%,1,2.5,8716200615129.jpg,0,Γάλα Εβαπορέ,lt,,bazaar,03-09-2025,09-09-2025
13,5208086449972,ΣΤΡΟΥΓΓΑ 1KG ΓΙΑΟΥΡΤΙ ΣΤΡΑΓΓΙΣΤΟ 10%,2.99,2.99,5208086449972.jpg,1,Γιαούρτι από Γάλα Αγελάδος Χωρίς Γεύσεις,kg,,bazaar,03-09-2025,09-09-2025
14,5208086450404,ΣΤΡΟΥΓΓΑ 1KG ΓΙΑΟΥΡΤΙ ΣΤΡΑΓΓΙΣΤΟ 2%,2.99,2.99,5208086450404.jpg,1,Γιαούρτι από Γάλα Αγελάδος Χωρίς Γεύσεις (Χαμηλά Λιπαρά <2%),kg,,bazaar,03-09-2025,09-09-2025
15,11463,ΜΥΤΙΛΗΝΗΣ ΦΕΤΑ Π.Ο.Π /ΔΟΧΕΙΟ,8.95,8.95,11463.jpg,0,Τυρί Φέτα,kg,,bazaar,03-09-2025,09-09-2025
16,5208086414468,ΑΓΡΟΚΤΗΜΑ ΓΚΟΥΝΤΑ 500G ΣΕ ΦΕΤΕΣ (FRESH PACK),3.4,6.8,5208086414468.jpg,1,Τυρί Γκούντα,kg,,bazaar,03-09-2025,09-09-2025
17,5208086414789,ΑΓΡΟΚΤΗΜΑ 200G / 8-ΦΕΤΕΣ FINESSE ΤΥΡΙ LIGHT (FRESH PACK),1.92,9.6,5208086414789.jpg,1,Τυρί με Χαμηλά Λιπαρά,kg,,bazaar,03-09-2025,09-09-2025
18,5201106271270,PUMMARO 500G PASSATA ΚΛΑΣΣΙΚΟ,0.75,1.5,5201106271270.jpg,0,Χυμός Τομάτας Διατηρημένος,kg,,bazaar,03-09-2025,09-09-2025
18,5202908500001,THE RED FARM 500G ΤΟΜΑΤΑ PASSATA,0.57,1.14,5202908500001.jpg,1,Χυμός Τομάτας Διατηρημένος,kg,,bazaar,03-09-2025,09-09-2025
19,5208086423408,ΑΓΡΟΚΤΗΜΑ 6-ΤΜΧ ΑΥΓΑ MEDIUM,1.49,0.25,5208086423408.jpg,1,Αυγά,τμχ,,bazaar,03-09-2025,09-09-2025
20,8710448545064,REMIA GOLD 250G ΜΑΡΓΑΡΙΝΗ 80%  /ΑΛΟΥΜΙΝΟΧΑΡΤΟ,0.88,3.52,8710448545064.jpg,0,Μαργαρίνες,kg,,bazaar,03-09-2025,09-09-2025
21,5208086449019,ΠΑΡΑΔΟΣΙΑΚΟ ΕΚΛΕΚΤΟ 1L ΕΛΑΙΟΛΑΔΟ ΕΞΑΙΡΕΤΙΚΟ ΠΑΡΘΕΝΟ,6.95,6.95,5208086449019.jpg,1,Παρθένο Ελαιόλαδο,lt,,bazaar,03-09-2025,09-09-2025
22,5208086440979,FARMER 1L ΗΛΙΕΛΑΙΟ,1.75,1.75,5208086440979.jpg,1,Ηλιέλαιο,lt,,bazaar,03-09-2025,09-09-2025
23,5201262001285,ΜΠΑΡΜΠΑ ΣΤΑΘΗ 1KG ΑΡΑΚΑΣ ΚΤΨ,2.9,2.9,5201262001285.jpg,0,Λαχανικά Κατεψυγμένα,kg,,bazaar,03-09-2025,09-09-2025
23,5201262001292,ΜΠΑΡΜΠΑ ΣΤΑΘΗ 1KG ΦΑΣΟΛΑΚΙ ΣΤΡΟΓΓΥΛΟ ΚΤΨ,2.85,2.85,5201262001292.jpg,0,Λαχανικά Κατεψυγμένα,kg,,bazaar,03-09-2025,09-09-2025
23,5208086414543,FARMER 1KG ΑΡΑΚΑΣ ΚΤΨ,1.95,1.95,5208086414543.jpg,1,Λαχανικά Κατεψυγμένα,kg,,bazaar,03-09-2025,09-09-2025
23,5208086415182,FARMER 1KG ΦΑΣΟΛΑΚΙΑ ΣΤΡΟΓΓΥΛΑ ΚΤΨ,1.95,1.95,5208086415182.jpg,1,Λαχανικά Κατεψυγμένα,kg,,bazaar,03-09-2025,09-09-2025
24,5200120912039,ROYAL SUGAR 1KG ΖΑΧΑΡΗ  ΛΕΥΚΗ ΚΡΥΣΤΑΛΛΙΚΗ,0.75,0.75,5200120912039.jpg,0,Λευκή Ζάχαρη,kg,,bazaar,03-09-2025,09-09-2025
25,5201002000233,ΓΙΩΤΗΣ 300G FARINE LACTEE,2.75,9.17,5201002000233.jpg,0,Κρέμες για βρέφη,kg,,bazaar,03-09-2025,09-09-2025
26,5201037503754,ΔΕΛΤΑ 1L ADVANCE ΓΑΛΑ ΥΨΗΛΗΣ ΠΑΣΤΕΡΙΩΣΗΣ (ΦΙΑΛΗ),2.1,2.1,5201037503754.jpg,0,Γάλα για βρέφη,kg,,bazaar,03-09-2025,09-09-2025
27,5208086444953,ΚΑΛΗΜΕΡΑ 100G ΚΑΦΕΣ ΕΛΛΗΝΙΚΟΣ,1.79,17.9,5208086444953.jpg,1,Ελληνικός Καφές,kg,,bazaar,03-09-2025,09-09-2025
28,5208086439508,INSTACOFFEE 200G ΣΤΙΓΜΙΑΙΟΣ ΚΑΦΕΣ CLASSIC,6.8,34,5208086439508.jpg,1,Στιγμιαίος Καφές,kg,,bazaar,03-09-2025,09-09-2025
29,4000508087486,JACOBS 250G ΕΚΛΕΚΤΟΣ ΚΑΦΕΣ ΦΙΛΤΡΟΥ,5.9,23.6,4000508087486.jpg,0,Γαλλικός Καφές,kg,,bazaar,03-09-2025,09-09-2025
30,5208086444717,DELISSA 200G ΦΡΟΥΚΤΟΖΗ,1.19,5.95,5208086444717.jpg,1,Γλυκαντικές Ουσίες Κατάλληλες για Διαβητικούς,kg,,bazaar,03-09-2025,09-09-2025
32,5201399011270,3Α 500G ΦΑΚΕΣ ΨΙΛΕΣ ΕΙΣΑΓΩΓΗΣ,1.8,3.6,5201399011270.jpg,0,Φακές,kg,,bazaar,03-09-2025,09-09-2025
32,5208086400089,FARMER 500G ΦΑΚΕΣ ΨΙΛΕΣ,0.99,1.98,5208086400089.jpg,1,Φακές,kg,,bazaar,03-09-2025,09-09-2025
33,5208086441310,ΑΓΡΟΚΤΗΜΑ 1L ΦΥΣ. ΧΥΜΟΣ 100% ΠΟΡΤΟΚΑΛΙ ΛΑΚΩΝΙΑΣ,1.59,1.59,5208086441310.jpg,1,Χυμός Πορτοκάλι,lt,,bazaar,03-09-2025,09-09-2025
35,5208086445820,ALLDAY CLEAN 3L 30ΜΕΖ ΥΓΡΟ ΠΛΥΝΤ. ΛΩΤΟΣ ΟΡΧΙΔΕΑ,3.59,0.12,5208086445820.jpg,1,Απορρυπαντικά Πλυντηρίου,μεζ,,bazaar,03-09-2025,09-09-2025
36,5208086441815,ALLDAY CLEAN 2L ΧΛΩΡΙΟ REGULAR,0.95,0.47,5208086441815.jpg,1,Απορρυπαντικά για Σφουγγάρισμα - Χλωρίνες,lt,,bazaar,03-09-2025,09-09-2025
36,8712561465212,KLINEX 1L ΚΑΘΑΡΙΣΤΙΚΟ ΠΑΤΩΜΑΤΟΣ ΛΕΜΟΝΙ,1.98,1.98,8712561465212.jpg,0,Απορρυπαντικά για Σφουγγάρισμα - Χλωρίνες,lt,,bazaar,03-09-2025,09-09-2025
37,5208086446322,ALLDAY 1L ΥΓΡΟ ΠΙΑΤΩΝ LEMON,0.99,0.99,5208086446322.jpg,1,Απορρυπαντικά Πιάτων,lt,,bazaar,03-09-2025,09-09-2025
38,5208086449415,SOFTIES 800G ΧΑΡΤΙ ΚΟΥΖΙΝΑΣ ΛΕΥΚΟ,2.5,3.13,5208086449415.jpg,1,Χαρτί Κουζίνας,kg,,bazaar,03-09-2025,09-09-2025
39,6920354836077,COLGATE 75ML BAKING SODA,1,13.33,6920354836077.jpg,0,Οδοντόκρεμα,kg,,bazaar,03-09-2025,09-09-2025
40,5208086432677,BAZAAR SOFTIES 10-ΤΜΧ ΡΟΛΑ ΥΓΕΙΑΣ 3-ΦΥΛΛΑ (112Gx10),3.59,3.21,5208086432677.jpg,1,Χαρτί Υγείας,τμχ,,bazaar,03-09-2025,09-09-2025
41,5208086450060,ALLDAY 10-ΤΜΧ ULTRA SUPER NIGHT ΣΕΡΒΙΕΤΕΣ,0.99,0.1,5208086450060.jpg,0,Σερβιέτες ή Ταμπόν,τμχ,,bazaar,03-09-2025,09-09-2025
42,4008713713770,BRUGGEN 500G ΝΙΦΑΔΕΣ ΒΡΩΜΗΣ ΟΛΙΚΗΣ ΑΛΕΣΗΣ,0.96,1.92,4008713713770.jpg,0,Προϊόντα Βρώμης,kg,,bazaar,03-09-2025,09-09-2025
44,5201109601661,ΠΑΠΟΥΤΣΑΝΗ ΚΑΡΑΒΑΚΙ 125G ΣΑΠΟΥΝΙ ΛΕΥΚΟ,0.76,6.08,5201109601661.jpg,0,Σαπούνι Στερεό,kg,,bazaar,03-09-2025,09-09-2025
45,5207350000024,SENSI 10-ΤΜΧ ΑΝΟΙΧΤΗ ΠΑΝΑ ΕΝΗΛΙΚΩΝ MEDIUM,4.99,0.5,5207350000024.jpg,1,Πάνες Ακράτειας,τμχ,,bazaar,03-09-2025,09-09-2025
48,5201410220056,SEPTONA 500ML BABY ΣΑΜΠ & ΑΦΡΟΛ ΒΑΛΣ & ΑΛΟΗ,2.99,5.98,5201410220056.jpg,0,Σαμπουάν για Μωρά,lt,,bazaar,03-09-2025,09-09-2025
49,5208086440276,JOLLY DOG 300G ΣΚΥΛΟΥ ΠΑΤΕ ΒΟΔΙΝΟ-ΚΑΡΟΤΑ /ΔΙΣΚΑΚΙ,0.89,2.97,5208086440276.jpg,1,Τροφή για Σκύλους,kg,,bazaar,03-09-2025,09-09-2025
50,5208086439829,JOLLY CAT 100G ΓΑΤΑΣ ΠΑΤΕ ΒΟΔΙΝΟ ΚΑΡΔΙΑ /ΔΙΣΚΑΚΙ,0.45,4.5,5208086439829.jpg,1,Τροφή για γάτες,kg,,bazaar,03-09-2025,09-09-2025
51,5208086441402,ΑΓΡΟΚΤΗΜΑ 1KG ΑΛΕΥΡΙ ΓΙΑ ΟΛΕΣ ΤΙΣ ΧΡΗΣΕΙΣ Τ70%,0.65,0.65,5208086441402.jpg,1,Αλεύρι,kg,,bazaar,03-09-2025,09-09-2025
53,5202575007469,CRETA TOSTAKI 160G ΧΩΡ. ΓΛΟΥΤΕΝΗ ΠΑΡΙΖΑ ΦΕΤΕΣ,0.75,4.69,5202575007469.jpg,0,Πάριζα,kg,,bazaar,03-09-2025,09-09-2025
53,66430,CRETA TOSTAKI ΧΩΡ. ΓΛΟΥΤΕΝΗ ΠΑΡΙΖΑ,3.95,3.95,66430.jpg,0,Πάριζα,kg,,bazaar,03-09-2025,09-09-2025
54,5208086421121,FARMER 1L 3.5% ΓΑΛΑ ΜΑΚΡΑΣ ΔΙΑΡΚ. ΜΕ ΚΑΠΑΚΙ,1.05,1.05,5208086421121.jpg,1,Γάλα υψηλής παστερίωσης πλήρες,kg,,bazaar,03-09-2025,09-09-2025
55,5208086421275,FARMER 1L 1.5% ΓΑΛΑ ΜΑΚΡΑΣ ΔΙΑΡΚ.ΜΕ ΚΑΠΑΚΙ,0.99,0.99,5208086421275.jpg,1,Γάλα παστερίωσης με χαμηλά λιπαρά,kg,,bazaar,03-09-2025,09-09-2025
56,5208086426430,ΑΓΡΟΚΤΗΜΑ 400G ΛΕΥΚΟ ΤΥΡΙ (vacuum),2.48,6.2,5208086426430.jpg,1,Λευκό τυρί,kg,,bazaar,03-09-2025,09-09-2025
57,5201502117028,AGRINO 500G ΦΑΣΟΛΙΑ ΜΕΤΡΙΑ,2.09,4.18,5201502117028.jpg,0,Φασόλια,kg,,bazaar,03-09-2025,09-09-2025
57,5208086400058,FARMER 500G ΦΑΣΟΛΙΑ ΜΕΤΡΙΑ ΚΑΝΑΔΑ,1.15,2.3,5208086400058.jpg,1,Φασόλια,kg,,bazaar,03-09-2025,09-09-2025
58,5201399011317,--3Α 500G ΡΕΒΥΘΙΑ ΧΟΝΔΡΑ ΕΙΣΑΓΩΓΗΣ,2.75,5.5,5201399011317.jpg,0,Ρεβύθια,kg,,bazaar,03-09-2025,09-09-2025
58,5208086400072,FARMER 500G ΡΕΒΥΘΙΑ ΧΟΝΤΡΑ,1.62,3.24,5208086400072.jpg,1,Ρεβύθια,kg,,bazaar,03-09-2025,09-09-2025
52,80021681,ΣΤΗΘΟΣ ΒΟΕΙΟΥ Μ/Ο ΓΑΛΛΙΑΣ - ΙΣΠΑΝΙΑΣ (Μόνο καταστήματα με τμήμα Κρεοπωλείου),8.90,8.90,default_kalathi.png,0,Μοσχάρι,kg,,galaxias,03-09-2025,09-09-2025
1,80037925,ΑΡΙΣΤΟΝ ΡΥΖΙ ΚΑΡΟΛΙΝΑ 500ΓΡ.,1.68,3.36,default_kalathi.png,0,Ρύζι,Kg,,galaxias,03-09-2025,09-09-2025
2,299948,ΠΑΠΑΔΟΠΟΥΛΟΥ ΓΕΥΣΗ ΣΙΤΟΥ 700ΓΡ.,1.45,2.07,default_kalathi.png,0,Ψωμί για Tοστ,Kg,,galaxias,03-09-2025,09-09-2025
2,301621,ΚΡΙΣ ΚΡΙΣ ΣΤΑΡΕΝΙΟ 700ΓΡ.,1.35,1.93,default_kalathi.png,0,Ψωμί για Tοστ,Kg,,galaxias,03-09-2025,09-09-2025
3,80020651/80020650,ΑΡΤΟΠΑΡΑΣΚΕΥΑΣΜΑ ΧΩΡΙΑΤΙΚΟ Ή ΧΩΡΙΑΤΙΚΟ ΣΟΥΣΑΜΕΝΙΟ 350γρ ΨΗ.-ΚΑΤ.,0.75,2.14,default_kalathi.png,0,Ψωμί Φραντζόλα,Kg,,galaxias,03-09-2025,09-09-2025
3,80040041,ΚΑΤΣΕΛΗΣ ΔΙΠΛΟΖΥΜΩΤΟ ΣΤΑΡΕΝΙΟ ΠΡΟΖΥΜΕΝΙΟ ΨΩΜΙ ΣΕ ΦΕΤΕΣ 500ΓΡ ,1.68,3.36,default_kalathi.png,0,Ψωμί Φραντζόλα,Kg,,galaxias,03-09-2025,09-09-2025
3,80044997,ΒΟΣΙΝΑΚΗ ΦΟΥΡΝΙΣΜΑΤΑ ΣΤΑΡΕΝΙΟ 500ΓΡ.,1.59,3.18,default_kalathi.png,0,Ψωμί Φραντζόλα,Kg,,galaxias,03-09-2025,09-09-2025
4,300501,ELITE ΦΡΥΓΑΝΙΕΣ ΝΟ1 250ΓΡ.,1.12,4.48,default_kalathi.png,0,Φρυγανιές,Kg,,galaxias,03-09-2025,09-09-2025
5,80046039,ΜΑΚΒΕΛ ΣΠΑΓΓΕΤΙ Νο6 500ΓΡ.,0.64,1.28,default_kalathi.png,0,Μακαρόνια Νο 6,Kg,,galaxias,03-09-2025,09-09-2025
6,80027769,ΣΠΑΛΑ ΧΟΙΡΙΝΗ Μ/Ο ΟΛΛΑΝΔΙΑΣ (Μόνο καταστήματα με τμήμα Κρεοπωλείου),5.80,5.80,default_kalathi.png,0,Νωπό Χοιρινό,Kg,,galaxias,03-09-2025,09-09-2025
6,80027752,ΜΠΟΥΤΙ ΧΟΙΡΙΝΟ Μ/Ο ΟΛΛΑΝΔΙΑΣ (Μόνο καταστήματα με τμήμα Κρεοπωλείου),5.80,5.80,default_kalathi.png,0,Νωπό Χοιρινό,Kg,,galaxias,03-09-2025,09-09-2025
7,80044072,ΒΛΑΧΙΚΟ ΕΛΛΗΝIKO ΚΟΤΟΠΟΥΛΟ ΟΛΟΚΛΗΡΟ ΝΩΠΟ ΤΥΠΟΠΟΙΗΜΕΝΟ,2.90,2.90,default_kalathi.png,0,Νωπό Κοτόπουλο Ολόκληρο,Kg,,galaxias,03-09-2025,09-09-2025
7,80027945,ΚΟΤΟΠΟΥΛΟ ΟΛΟΚΛΗΡΟ ΝΩΠΟ ΕΛΛΗΝΙΚΟ  ΧΥΜΑ (ΚΑΤΑΣΤΗΜΑΤΑ ΕΥΒΟΙΑΣ με τμήμα Κρεοπωλείου) ,2.90,2.90,default_kalathi.png,0,Νωπό Κοτόπουλο Ολόκληρο,Kg,,galaxias,03-09-2025,09-09-2025
7,80044741,ΒΛΑΧΙΚΟ ΜΠΟΥΤΙ ΚΟΤΟΠΟΥΛΟ ΕΛΛΗΝΙΚΟ ΝΩΠΟ ΤΥΠΟΠΟΙΗΜΕΝΟ (Καταστήματα που διαθέτουν μόνο τυποποιημένα κρέατα),3.55,3.55,default_kalathi.png,0,Νωπό Κοτόπουλο Ολόκληρο,Kg,,galaxias,03-09-2025,09-09-2025
7,80027956,ΦΤΕΡΟΥΓΑ ΚΟΤΟΠΟΥΛΟ ΕΛΛΗΝΙΚΗ (Μόνο καταστήματα με τμήμα Κρεοπωλείου),2.50,2.50,default_kalathi.png,0,Νωπό Κοτόπουλο Ολόκληρο,Kg,,galaxias,03-09-2025,09-09-2025
8,381050,TOSTAKI ΓΑΛΟΠΟΥΛΑ ΒΡΑΣΤΗ,8.93,8.93,default_kalathi.png,0,Γαλοπούλα,Kg,,galaxias,03-09-2025,09-09-2025
8,381051,TOSTAKI ΓΑΛΟΠΟΥΛΑ ΚΑΠΝΙΣΤΗ,8.93,8.93,default_kalathi.png,0,Γαλοπούλα,Kg,,galaxias,03-09-2025,09-09-2025
8,80009714,ΠΑΣΣΙΑΣ Χ.ΓΛΟΥΤ. ΓΑΛΟΠΟΥΛΑ ΚΑΠΝΙΣΤΗ ΣΤΡΟΓΓΥΛΗ,7.80,7.80,default_kalathi.png,0,Γαλοπούλα,Kg,,galaxias,03-09-2025,09-09-2025
9,80023930,ΠΑΓΚΑΣΙΟΥΣ ΦΙΛ.Δ/Φ 1000ΓΡ.(Κ.Β.800ΓΡ.),4.75,5.94,default_kalathi.png,0,Ψάρια Κατεψυγμένα,Kg,,galaxias,03-09-2025,09-09-2025
10,80030760,ΜΑΝΔΡΕΚΑ ΦΡΕΣΚΟ ΓΑΛΑ ΠΛΗΡΕΣ 1ΛΤ (ΝΟΜΟΙ ΑΧΑΪΑΣ - ΚΟΡΙΝΘΟΥ - ΑΡΓΟΛΙΔΑΣ),1.54,1.54,default_kalathi.png,0,Γάλα Φρέσκο Πλήρες,lt,,galaxias,03-09-2025,09-09-2025
10,80030387,ΘΕΣ ΓΑΛΑ ΓΑΛΑ ΑΓΕΛΑΔΟΣ ΠΛΗΡΕΣ 1LT (ΜΟΝΟ ΘΕΣΣΑΛΙΑ),1.32,1.32,default_kalathi.png,0,Γάλα Φρέσκο Πλήρες,lt,,galaxias,03-09-2025,09-09-2025
10,351077,ΜΕΒΓΑΛ ΓΑΛΑ ΑΓΕΛΑΔΑΣ ΛΕΥΚΟ ΠΛΗΡΕΣ 3.7% 1LT (ΒΟΡΕΙΑ ΕΛΛΑΔΑ),1.37,1.37,default_kalathi.png,0,Γάλα Φρέσκο Πλήρες,lt,,galaxias,03-09-2025,09-09-2025
10,80036843,ΣΕΡΓΑΛ ΓΑΛΑ ΦΡΕΣΚΟ ΠΛΗΡΕΣ 1LT (ΜΑΚΕΔΟΝΙΑ - ΘΡΑΚΗ),1.12,1.12,default_kalathi.png,0,Γάλα Φρέσκο Πλήρες,lt,,galaxias,03-09-2025,09-09-2025
10,351231,ΟΛΥΜΠΟΣ ΕΠΙΛΕΓΜΕΝΟ ΓΑΛΑ 1LT. ΠΛΗΡΕΣ,1.59,1.59,default_kalathi.png,0,Γάλα Φρέσκο Πλήρες,lt,,galaxias,03-09-2025,09-09-2025
10,352830,ΔΩΔΩΝΗ ΓΑΛΑ ΠΛΗΡΕΣ 3.5%ΛΙΠ. 1LT (ΜΟΝΟ ΗΠΕΙΡΟΣ ),1.45,1.45,default_kalathi.png,0,Γάλα Φρέσκο Πλήρες,lt,,galaxias,03-09-2025,09-09-2025
11,80030761,ΜΑΝΔΡΕΚΑ ΦΡΕΣΚΟ ΓΑΛΑ ΕΛΑΦΡΥ 1ΛΤ (ΝΟΜΟΙ ΑΧΑΪΑΣ - ΚΟΡΙΝΘΟΥ - ΑΡΓΟΛΙΔΑΣ),1.54,1.54,default_kalathi.png,0,Γάλα Φρέσκο (Χαμηλά Λιπαρά <2%),lt,,galaxias,03-09-2025,09-09-2025
11,80030386,ΘΕΣ γαλα  ΓΑΛΑ ΑΓΕΛΑΔΟΣ ΕΛΑΦΡΥ 1LT (ΜΟΝΟ ΘΕΣΣΑΛΙΑ),1.32,1.32,default_kalathi.png,0,Γάλα Φρέσκο (Χαμηλά Λιπαρά <2%),lt,,galaxias,03-09-2025,09-09-2025
11,351080,ΜΕΒΓΑΛ ΓΑΛΑ ΑΓΕΛΑΔΑΣ ΛΕΥΚΟ LIGHT 1.5% 1LT (ΒΟΡΕΙΑ ΕΛΛΑΔΑ),1.37,1.37,default_kalathi.png,0,Γάλα Φρέσκο (Χαμηλά Λιπαρά <2%),lt,,galaxias,03-09-2025,09-09-2025
11,80036845,ΣΕΡΓΑΛ ΓΑΛΑ ΦΡΕΣΚΟ ΕΛΑΦΡΥ 1LT (ΜΑΚΕΔΟΝΙΑ - ΘΡΑΚΗ),1.12,1.12,default_kalathi.png,0,Γάλα Φρέσκο (Χαμηλά Λιπαρά <2%),lt,,galaxias,03-09-2025,09-09-2025
11,351227,ΟΛΥΜΠΟΣ ΕΠΙΛΕΓΜΕΝΟ ΕΛΑΦΡΥ 1LT.,1.59,1.59,default_kalathi.png,0,Γάλα Φρέσκο (Χαμηλά Λιπαρά <2%),lt,,galaxias,03-09-2025,09-09-2025
11,352831,ΔΩΔΩΝΗ  ΓΑΛΑ ΕΛΑΦΡΥ 1LT (ΜΟΝΟ ΗΠΕΙΡΟΣ),1.45,1.45,default_kalathi.png,0,Γάλα Φρέσκο (Χαμηλά Λιπαρά <2%),lt,,galaxias,03-09-2025,09-09-2025
12,320101,ΒΛΑΧΑΣ ΕΒΑΠΟΡΕ 410ΓΡ,1.16,2.83,default_kalathi.png,0,Γάλα Εβαπορέ,lt,,galaxias,03-09-2025,09-09-2025
12,320106,ΒΛΑΧΑΣ ΕΛΑΦΡΥ ΕΒΑΠΟΡΕ 410ΓΡ.,1.16,2.83,default_kalathi.png,0,Γάλα Εβαπορέ,lt,,galaxias,03-09-2025,09-09-2025
13,80044670,ΚΟΛΙΟΣ ΓΙΑΟΥΡΤΙ ΑΓΕΛΑΔΟΣ 3.85% 3x200ΓΡ.      ,1.65,2.75,default_kalathi.png,0,Γιαούρτι από Γάλα Αγελάδος Χωρίς Γεύσεις,kg,,galaxias,03-09-2025,09-09-2025
14,80044671,ΚΟΛΙΟΣ ΓΙΑΟΥΡΤΙ ΑΓΕΛΑΔΟΣ 2% 3x200ΓΡ.      ,1.65,2.75,default_kalathi.png,0,Γιαούρτι από Γάλα Αγελάδος Χωρίς Γεύσεις (Χαμηλά Λιπαρά <2%),kg,,galaxias,03-09-2025,09-09-2025
15,80044008,ΦΕΤΑ ΤΥΡΙ ΤΡΙΚΑΛΩΝ ΠΟΠ ΔΟΧΕΙΟ  ΤΟ ΚΙΛΟ,9.98,9.98,default_kalathi.png,0,Τυρί Φέτα,kg,,galaxias,03-09-2025,09-09-2025
16,80044595,GOUDA ΟΛΛΑΝΔΙΑΣ GRANDE ΦΡΑΤΖΟΛΑ (ΑΤΤΙΚΗ-ΣΤΕΡΕΑ ΕΛΛΑΔΑ-ΠΕΛΟΠΟΝΝΗΣΟΣ),6.90,6.90,default_kalathi.png,0,Τυρί Γκούντα,kg,,galaxias,03-09-2025,09-09-2025
16,80026306,ROYAL ΓΚΟΥΝΤΑ 48% ΟΛΛΑΝΔ. ΦΡΑΤΖΟΛΑ 3 KG ΕΖ (ΘΕΣΣΑΛΙΑ-ΒΟΡΕΙΑ ΕΛΛΑΔΑ),6.90,6.90,default_kalathi.png,0,Τυρί Γκούντα,kg,,galaxias,03-09-2025,09-09-2025
16,80047191,ROLANDA GOUDA 48% ΦΡΑΤΖΟΛ. (ΠΡ.ΓΑΛ. Ε.Ε) (ΠΕΛΟΠΟΝΝΗΣΟΣ-ΑΤΤΙΚΗ-ΣΤΕΡΕΑ),6.90,6.90,default_kalathi.png,0,Τυρί Γκούντα,kg,,galaxias,03-09-2025,09-09-2025
16,80022273,LEADER GOUDA  ΦΕΤΕΣ 200ΓΡ.,1.59,7.95,default_kalathi.png,0,Τυρί Γκούντα,kg,,galaxias,03-09-2025,09-09-2025
17,80004261,GOUDA LIGHT ΦΕΤΕΣ ΓΕΡΜΑΝΙΑΣ 200ΓΡ. NEUTRAL (LEADER),1.65,8.25,default_kalathi.png,0,Τυρί με Χαμηλά Λιπαρά,kg,,galaxias,03-09-2025,09-09-2025
17,360132,DIROLLO CLASSIC (ΠΡΟΕΛ.ΓΑΛ.Ε.Ε.),9.98,9.98,default_kalathi.png,0,Τυρί με Χαμηλά Λιπαρά,kg,,galaxias,03-09-2025,09-09-2025
18,80044320,ΡΕΑ TOMATO PASSATA  500GR ,0.59,1.18,default_kalathi.png,0,Χυμός Τομάτας Διατηρημένος,kg,,galaxias,03-09-2025,09-09-2025
19,370100,ΧΡΥΣΑ ΑΥΓΑ ΦΡΕΣΚΑ Α 6ΑΔΑ. (ΠΡΟΕΛ.ΕΛΛΑΣ),1.98,0.33,default_kalathi.png,0,Αυγά,τμχ,,galaxias,03-09-2025,09-09-2025
20,80044429,ΦΑΣΤ classic μαργαρίνη πακέτο 225γρ.(καρφωτή τιμή),0.96,4.27,default_kalathi.png,0,Μαργαρίνες,kg,,galaxias,03-09-2025,09-09-2025
21,80045427,ΓΑΛΑΞΙΑΣ ΕΛΑΙΟΛΑΔΟ 1LT.,6.85,6.85,default_kalathi.png,1,Παρθένο Ελαιόλαδο,lt,,galaxias,03-09-2025,09-09-2025
22,80044822,LUX FARM ΗΛΙΕΛΑΙΟ 1LT,1.79,1.79,default_kalathi.png,0,Ηλιέλαιο,lt,,galaxias,03-09-2025,09-09-2025
22,80045522,PAPPAS ΗΛΙΕΛΑΙΟ 1LT.,1.79,1.79,default_kalathi.png,0,Ηλιέλαιο,lt,,galaxias,03-09-2025,09-09-2025
23,80043023,ΜΠ. ΣΤΑΘΗ ΑΡΑΚΑΣ 900ΓΡ.,2.97,3.30,default_kalathi.png,0,Λαχανικά Κατεψυγμένα,kg,,galaxias,03-09-2025,09-09-2025
23,391673,ΜΠ. ΣΤΑΘΗ ΑΡΑΚΑΣ 1000ΓΡ.                                         ,3.30,3.30,default_kalathi.png,0,Λαχανικά Κατεψυγμένα,kg,,galaxias,03-09-2025,09-09-2025
23,80046422,ΜΠ.ΣΤΑΘΗ ΑΡΑΚΑΣ 1100ΓΡ,3.63,3.30,default_kalathi.png,0,Λαχανικά Κατεψυγμένα,kg,,galaxias,03-09-2025,09-09-2025
23,80043026,ΜΠΑΡΜΠΑ ΣΤΑΘΗ ΦΑΣΟΛΑΚΙΑ ΣΤΡΟΓΓΥΛΑ 900ΓΡ.          ,2.78,3.09,default_kalathi.png,0,Λαχανικά Κατεψυγμένα,kg,,galaxias,03-09-2025,09-09-2025
